# Athena++ data at time=6.018492e-02  cycle=20  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002 -4.96094e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0003 -4.88281e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0004 -4.80469e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0005 -4.72656e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0006 -4.64844e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0007 -4.57031e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0008 -4.49219e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0009 -4.41406e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0010 -4.33594e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0011 -4.25781e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0012 -4.17969e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0013 -4.10156e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0014 -4.02344e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0015 -3.94531e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0016 -3.86719e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0017 -3.78906e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0018 -3.71094e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0019 -3.63281e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0020 -3.55469e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0021 -3.47656e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0022 -3.39844e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0023 -3.32031e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0024 -3.24219e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0025 -3.16406e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0026 -3.08594e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0027 -3.00781e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0028 -2.92969e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0029 -2.85156e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0030 -2.77344e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0031 -2.69531e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0032 -2.61719e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0033 -2.53906e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0034 -2.46094e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0035 -2.38281e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0036 -2.30469e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0037 -2.22656e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0038 -2.14844e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0039 -2.07031e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0040 -1.99219e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0041 -1.91406e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0042 -1.83594e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0043 -1.75781e-01  1.00000e+00  1.00000e+00  4.80504e-16  0.00000e+00  0.00000e+00
0044 -1.67969e-01  1.00000e+00  1.00000e+00  2.21417e-14  0.00000e+00  0.00000e+00
0045 -1.60156e-01  1.00000e+00  1.00000e+00  8.87284e-13  0.00000e+00  0.00000e+00
0046 -1.52344e-01  1.00000e+00  1.00000e+00  2.71450e-11  0.00000e+00  0.00000e+00
0047 -1.44531e-01  1.00000e+00  1.00000e+00  6.48964e-10  0.00000e+00  0.00000e+00
0048 -1.36719e-01  1.00000e+00  1.00000e+00  1.22878e-08  0.00000e+00  0.00000e+00
0049 -1.28906e-01  1.00000e+00  1.00000e+00  1.85592e-07  0.00000e+00  0.00000e+00
0050 -1.21094e-01  9.99998e-01  9.99997e-01  2.23968e-06  0.00000e+00  0.00000e+00
0051 -1.13281e-01  9.99982e-01  9.99975e-01  2.15196e-05  0.00000e+00  0.00000e+00
0052 -1.05469e-01  9.99862e-01  9.99807e-01  1.63298e-04  0.00000e+00  0.00000e+00
0053 -9.76562e-02  9.99182e-01  9.98855e-01  9.67662e-04  0.00000e+00  0.00000e+00
0054 -8.98438e-02  9.96259e-01  9.94767e-01  4.42991e-03  0.00000e+00  0.00000e+00
0055 -8.20312e-02  9.86856e-01  9.81660e-01  1.56113e-02  0.00000e+00  0.00000e+00
0056 -7.42188e-02  9.64304e-01  9.50444e-01  4.27825e-02  0.00000e+00  0.00000e+00
0057 -6.64062e-02  9.23386e-01  8.94552e-01  9.35059e-02  0.00000e+00  0.00000e+00
0058 -5.85938e-02  8.65215e-01  8.16739e-01  1.69019e-01  0.00000e+00  0.00000e+00
0059 -5.07812e-02  7.96774e-01  7.27763e-01  2.63392e-01  0.00000e+00  0.00000e+00
0060 -4.29688e-02  7.25879e-01  6.38725e-01  3.68236e-01  0.00000e+00  0.00000e+00
0061 -3.51562e-02  6.57727e-01  5.56346e-01  4.76884e-01  0.00000e+00  0.00000e+00
0062 -2.73438e-02  5.95012e-01  4.83401e-01  5.85281e-01  0.00000e+00  0.00000e+00
0063 -1.95312e-02  5.38147e-01  4.20580e-01  6.90692e-01  0.00000e+00  0.00000e+00
0064 -1.17188e-02  4.90581e-01  3.67838e-01  7.88854e-01  0.00000e+00  0.00000e+00
0065 -3.90625e-03  4.51106e-01  3.27845e-01  8.73061e-01  0.00000e+00  0.00000e+00
0066  3.90625e-03  4.21970e-01  3.05309e-01  9.23480e-01  0.00000e+00  0.00000e+00
